PhotoID,X,Y,Z,Omega,Phi,Kappa,r11,r12,r13,r21,r22,r23,r31,r32,r33
DSC00878,603875.9461359994020313,3768879.9012636654078960,875.7072214896597870,1.9427723961127608,3.8494171030426898,-81.6959946044528920,0.1440995429480323,-0.9886182039737118,-0.0432361942585252,0.9872832848689408,0.1465944407476444,-0.0614962223252737,0.0671344705837652,-0.0338247943626853,0.9971704198108564
DSC00879,603907.2448181415675208,3768880.9716565529815853,875.9415614655127911,0.6021915835450705,3.0138813295618330,-81.6759021129461757,0.1445721249570894,-0.9893303365475512,-0.0180107154800039,0.9880963846565723,0.1453111481207952,-0.0504995530715588,0.0525778975806624,-0.0104954951539309,0.9985616702374828
DSC00880,603939.7839870633324608,3768881.9930080207996070,876.1705755497756627,1.3761385497316367,2.0853203868652952,-82.2910793528454150,0.1340516399771877,-0.9905592888216974,-0.0286784439689380,0.9903060613498232,0.1349677681879837,-0.0328269158489677,0.0363876719951548,-0.0239999349875728,0.9990495185161572
DSC00881,603971.5739348058123142,3768882.9906383841298521,876.3722879119087565,0.4966052949930468,2.7365158616922707,-82.2689724585720370,0.1343694125334094,-0.9908176103400208,-0.0150107966316788,0.9897805118391690,0.1349278043065545,-0.0461413698150005,0.0477430556083186,-0.0086574052176879,0.9988221313007026
DSC00882,604004.0698141836328432,3768883.8743066568858922,876.5353037751456213,-0.1099882598193047,2.2328603834295087,-82.1246490589330023,0.1369143758231381,-0.9905769238671310,-0.0034368000949657,0.9898163980338019,0.1369440703944087,-0.0388563993082400,0.0389609018934456,0.0019181985672615,0.9992388946782976
DSC00883,604035.7182651944458485,3768884.7696476448327303,876.7338809484735975,1.2270907884973941,1.3528179367062674,-82.6535143034680004,0.1278336779041677,-0.9914989279639044,-0.0242575068777147,0.9915145833803570,0.1283414327540427,-0.0206714194654575,0.0236089334272202,-0.0214091682479337,0.9994920038586408
DSC00884,604067.6604687881190330,3768885.5304996790364385,876.9525548667420480,1.5695566078674534,2.4382988219354167,-82.1548547925087007,0.1363725911415434,-0.9901098621898284,-0.0329389917845120,0.9897436875868988,0.1375993421182663,-0.0383908052859952,0.0425434985306611,-0.0273657056013353,0.9987197649439570
DSC00885,604100.0094802672974765,3768886.4528281302191317,877.2276880734873430,1.7870347803099291,-0.7044305576543496,-82.3389276892082904,0.1333027888348587,-0.9906430984635514,-0.0292680364114798,0.9909990999565024,0.1328680554821610,0.0163359639382578,-0.0122943228464102,-0.0311822272925457,0.9994381012983368
DSC00886,604131.5060681641334668,3768887.3306250944733620,877.3577010405281271,0.5388622442938906,2.6052045381974089,-81.8823084113033275,0.1410609761179417,-0.9898759572617144,-0.0157286443108914,0.9889569047115548,0.1416238753072070,-0.0436682787193342,0.0454537307599095,-0.0093950613714679,0.9989222648343724
DSC00887,604163.3511603273218498,3768888.3821726078167558,877.6115509559529073,0.7803076518572187,1.8064241096033815,-82.1426339309816029,0.1366395283150730,-0.9904609084850104,-0.0177996647407302,0.9901191598890646,0.1371200534534964,-0.0293622233743205,0.0315228254191726,-0.0136117487472493,0.9994103420385612
DSC00888,604195.6061410491820425,3768889.2970198402181268,877.8647733390470194,0.5040634837523544,4.7003240038254690,-81.9668040349566382,0.1392768387348785,-0.9900482065143282,-0.0201621171949066,0.9868571929952644,0.1404552358525593,-0.0799074924841832,0.0819441445469202,-0.0087678674353784,0.9965983552440316
DSC00889,604227.5276558324694633,3768890.2154975226148963,878.1176081192686524,0.5106481554303535,4.2556823583241856,-82.0388522023895632,0.1381196970588329,-0.9902312810127692,-0.0191039102852415,0.9876316176145092,0.1391510585739069,-0.0722549014663313,0.0742073929775490,-0.0088878007162295,0.9972032239347728
